code,name,type,vintage,bottleprice,caseprice,class
761,Delainey,Goldenrod,1964-02-05 18:30:27,$746.53,$64.86,319
762,Yoko,Pink,1951-10-26 17:13:36,$261.74,$276.24,210
763,Dulce,Pink,1977-09-15 12:54:43,$176.14,$549.96,420
764,Jeffrey,Teal,1945-10-30 18:07:37,$414.27,$669.91,768
765,Normand,Green,1947-12-02 07:27:14,$703.63,$669.24,461
766,Kippy,Green,1947-10-06 08:16:08,$570.50,$76.82,663
767,Peri,Crimson,2015-12-04 01:49:31,$240.70,$603.51,586
768,Beatriz,Mauv,1985-09-16 14:46:38,$407.94,$986.01,9
769,Glennis,Yellow,1938-01-03 16:44:08,$83.35,$980.87,907
770,Alidia,Yellow,1931-08-23 20:12:37,$823.97,$182.54,460
771,Garland,Khaki,2017-02-25 21:55:14,$657.43,$388.77,972
772,Chelsie,Yellow,1910-08-09 13:57:08,$801.11,$842.27,262
773,Mariam,Indigo,1918-02-20 15:29:31,$122.70,$564.44,790
774,Jerrylee,Khaki,2000-03-17 03:02:53,$580.44,$630.85,561
775,Lynn,Indigo,1919-03-10 05:23:51,$418.09,$774.98,208
776,Cacilia,Pink,1985-03-05 00:23:27,$277.61,$354.04,324
777,Arlie,Khaki,1988-11-06 19:18:36,$498.86,$894.22,886
778,Zoe,Khaki,1996-10-28 19:17:46,$213.79,$59.40,761
779,Elly,Maroon,1903-12-24 02:35:54,$795.53,$969.62,595
780,Jada,Green,1961-10-14 13:33:38,$138.24,$809.21,987
781,Alonso,Aquamarine,1983-04-25 23:45:54,$154.19,$781.56,492
782,Elsey,Crimson,1927-06-29 11:35:55,$147.82,$777.15,588
783,Lotte,Violet,1944-09-03 03:03:07,$553.04,$738.06,568
784,Delores,Mauv,1974-03-21 15:01:52,$419.18,$771.12,986
785,Nicholle,Crimson,1996-01-10 03:40:10,$291.35,$959.00,727
786,Farlie,Teal,1908-12-25 11:25:41,$839.48,$605.74,784
787,Marcellina,Yellow,1994-04-16 15:22:06,$962.63,$508.32,133
788,Delmore,Orange,1965-03-12 02:40:44,$451.62,$262.16,454
789,Trevor,Turquoise,1954-12-14 16:22:08,$338.43,$847.70,163
790,Natalee,Khaki,1937-06-23 06:21:02,$770.95,$502.25,403
791,Tony,Turquoise,1927-04-09 23:11:36,$430.14,$123.08,661
792,Garrick,Khaki,2000-05-23 13:27:33,$730.66,$376.24,217
793,Garvey,Pink,1926-08-18 02:21:24,$435.38,$70.43,127
794,Mil,Maroon,1975-08-07 05:30:21,$223.91,$779.63,263
795,Brit,Crimson,1971-06-04 17:36:11,$424.28,$687.76,963
796,Jehanna,Khaki,1939-03-23 06:33:58,$658.08,$388.89,405
797,Lizabeth,Teal,1912-07-31 00:20:42,$645.76,$193.01,695
798,Mark,Red,1953-10-02 15:59:45,$240.29,$316.37,271
799,Abran,Pink,1972-05-22 20:25:59,$278.50,$760.52,203
800,Silvano,Green,2007-11-28 06:08:41,$806.19,$140.55,736
801,Victor,Maroon,1952-08-07 02:13:52,$391.90,$347.94,184
802,Karol,Crimson,1970-03-03 16:07:15,$581.17,$301.27,460
803,Keriann,Crimson,1998-06-04 22:30:41,$561.70,$431.56,369
804,Lou,Turquoise,1926-08-30 17:55:40,$503.03,$217.81,566
805,Scottie,Blue,1972-03-12 21:33:38,$780.99,$575.48,955
806,Maxine,Goldenrod,1906-04-08 19:05:51,$492.08,$872.15,18
807,Filmore,Mauv,1997-06-01 21:04:32,$704.78,$670.20,103
808,Darice,Blue,1949-09-01 17:15:18,$628.74,$959.81,416
809,Emlynne,Red,1980-05-02 05:18:28,$512.79,$844.12,150
810,Gavin,Goldenrod,1947-09-09 19:20:40,$297.40,$583.88,462
811,Cherice,Puce,1910-06-10 15:05:43,$445.22,$659.91,535
812,Mirna,Yellow,2014-02-17 07:46:08,$349.05,$750.93,476
813,Marcelle,Red,2017-03-03 17:19:58,$26.45,$199.50,904
814,Dael,Puce,1989-11-13 09:27:53,$46.73,$668.32,324
815,Hillard,Pink,1950-10-17 11:03:38,$897.03,$954.76,215
816,Idalina,Crimson,1927-06-14 13:17:55,$882.53,$175.36,365
817,Jacintha,Puce,1951-01-15 12:08:25,$158.99,$171.12,957
818,Coralie,Mauv,1987-04-04 04:45:30,$332.35,$68.53,67
819,Ollie,Fuscia,1907-05-07 13:38:09,$181.50,$51.68,580
820,Meridith,Purple,1934-11-19 17:30:22,$731.98,$360.66,607
821,Mill,Goldenrod,1995-01-30 22:46:39,$195.10,$632.20,623
822,Valentine,Orange,2009-03-15 05:24:51,$355.05,$389.35,754
823,Wood,Puce,1929-11-05 12:55:59,$131.68,$665.74,325
824,Veronica,Maroon,1989-11-11 18:40:54,$828.79,$469.41,793
825,Roxanna,Mauv,1968-08-10 06:18:21,$789.99,$785.83,101
826,Kendra,Green,1952-01-27 13:04:12,$524.54,$191.59,731
827,Dick,Fuscia,2014-02-04 12:11:07,$116.43,$502.48,890
828,Lindy,Goldenrod,1939-06-18 16:48:57,$499.02,$973.98,879
829,Tabbie,Red,1947-02-03 19:15:46,$929.40,$860.62,891
830,Datha,Fuscia,1911-10-10 19:53:50,$731.69,$8.59,271
831,Iorgos,Orange,1966-05-04 17:27:25,$343.89,$620.07,133
832,Nanice,Mauv,1952-06-13 02:06:27,$708.24,$245.97,999
833,Willie,Mauv,1907-04-12 22:55:48,$340.40,$156.99,110
834,Freddie,Maroon,1989-12-20 03:23:07,$344.21,$848.56,146
835,Taryn,Mauv,1936-04-15 23:12:58,$608.54,$178.86,194
836,Ally,Crimson,1969-07-01 08:28:06,$726.11,$885.61,216
837,Carri,Fuscia,1965-12-17 23:06:20,$415.72,$62.50,91
838,Weidar,Fuscia,2016-08-15 07:12:24,$144.20,$205.17,977
839,Mart,Purple,1956-12-24 08:28:19,$452.23,$221.78,663
840,Thatch,Turquoise,1988-12-30 03:36:34,$96.95,$616.77,364
841,Irwin,Yellow,1965-04-24 23:36:05,$778.15,$132.29,113
842,Ivar,Violet,1978-01-23 19:31:24,$887.32,$545.63,6
843,Cletus,Blue,1936-06-01 16:25:26,$839.89,$1.10,105
844,Batsheva,Orange,1957-07-08 19:31:33,$883.18,$131.25,580
845,Amble,Khaki,1976-09-27 05:52:14,$259.84,$232.27,242
846,Yolande,Indigo,1990-11-03 18:48:08,$443.60,$552.40,500
847,Rochell,Khaki,1929-10-23 02:42:29,$233.27,$382.73,81
848,Ivonne,Violet,1970-10-02 17:29:03,$617.50,$669.77,53
849,Ogdan,Purple,1949-10-03 17:38:30,$863.26,$464.84,366
850,Jozef,Orange,2013-12-15 14:46:44,$274.13,$11.13,983
851,Zachary,Green,1982-03-21 12:35:57,$639.97,$71.93,420
852,Vidovik,Khaki,1944-06-27 05:41:09,$357.94,$795.28,965
853,Heida,Crimson,1904-02-09 05:14:15,$605.34,$653.48,948
854,Teri,Puce,1943-10-30 23:54:28,$848.62,$753.61,947
855,Thibaut,Pink,1948-07-08 21:17:54,$550.77,$718.25,241
856,Yorke,Indigo,1957-10-04 12:53:45,$828.87,$115.43,135
857,Donnell,Turquoise,1928-08-12 08:13:32,$921.20,$913.00,344
858,Margret,Maroon,1917-10-13 16:18:24,$267.57,$467.71,627
859,Elvin,Indigo,1954-12-25 08:09:19,$677.41,$10.44,878
860,Cale,Khaki,1915-05-18 13:12:25,$50.16,$907.26,896
861,Ryon,Crimson,1955-07-05 04:28:27,$166.73,$894.43,944
862,Meridith,Turquoise,1991-07-17 16:52:17,$566.66,$38.20,291
863,Brok,Goldenrod,1911-03-26 04:23:34,$401.88,$589.84,633
864,Tamas,Orange,2002-09-20 00:11:59,$139.06,$916.86,511
865,Nannie,Red,1915-05-04 06:03:11,$872.57,$147.41,743
866,Dana,Blue,1956-11-10 21:40:07,$22.14,$198.67,581
867,Florida,Fuscia,1993-05-12 10:56:45,$691.61,$41.44,508
868,Nadia,Green,2007-01-28 14:58:44,$817.68,$162.33,953
869,Brigham,Red,1909-01-27 17:39:36,$539.24,$622.96,425
870,Hannah,Purple,1917-06-28 00:53:38,$407.37,$797.62,665
871,Nikoletta,Violet,2015-12-14 05:48:17,$379.11,$927.68,435
872,Abagail,Crimson,1909-01-18 11:56:16,$420.62,$207.22,135
873,Alejandrina,Fuscia,1988-11-15 04:28:14,$69.30,$484.63,685
874,Malina,Fuscia,2005-12-24 20:41:15,$532.18,$146.73,82
875,Aubrie,Khaki,1915-03-30 22:43:48,$455.06,$65.40,29
876,Dulci,Turquoise,2013-04-17 01:34:29,$816.86,$706.44,572
877,Zollie,Aquamarine,1939-04-26 21:08:51,$466.98,$337.85,281
878,Crissie,Crimson,2003-08-11 18:34:14,$889.95,$266.90,904
879,Aldus,Crimson,2008-05-18 13:11:34,$535.28,$512.20,590
880,Cyril,Crimson,1994-12-12 07:30:26,$829.95,$893.58,790
881,Payton,Puce,1944-05-22 04:13:55,$903.20,$293.20,655
882,Eddy,Fuscia,1991-06-17 17:16:27,$363.60,$261.04,594
883,Charlena,Orange,2002-03-25 22:52:14,$246.62,$162.42,565
884,Montague,Indigo,2009-06-04 13:07:39,$0.64,$106.26,588
885,Fulton,Blue,1997-05-11 03:17:07,$132.67,$166.32,699
886,Moses,Green,1990-06-22 05:52:27,$639.48,$233.65,201
887,Estelle,Mauv,1984-12-26 01:25:57,$640.18,$962.63,747
888,Thatch,Purple,1928-07-04 16:26:42,$311.52,$418.38,977
889,Desirae,Red,1900-03-27 20:55:49,$205.42,$337.13,935
890,Rainer,Red,1944-07-02 07:49:03,$724.67,$65.45,921
891,Clementine,Crimson,1925-08-19 10:07:22,$312.49,$413.29,386
892,Imojean,Khaki,2011-03-26 14:14:45,$150.13,$9.78,367
893,Dore,Khaki,1990-03-10 03:07:17,$820.09,$596.73,537
894,Rafaela,Violet,1930-06-25 20:50:51,$839.77,$54.15,913
895,Brock,Orange,1930-01-20 01:55:07,$21.86,$937.87,36
896,Giffard,Goldenrod,1964-01-07 00:13:26,$142.42,$410.13,142
897,Case,Aquamarine,2009-06-08 13:12:19,$36.04,$234.28,194
898,Costa,Orange,1902-05-06 15:03:11,$333.08,$494.25,84
899,Pearline,Blue,1915-04-08 17:27:16,$525.31,$632.07,393
900,Ham,Puce,1955-07-06 08:00:27,$919.98,$112.41,221
901,Carlos,Aquamarine,1969-01-27 23:41:14,$553.17,$64.10,958
902,Edouard,Mauv,1905-08-14 16:52:52,$742.21,$123.76,61
903,Maurine,Purple,1900-03-08 13:36:31,$506.36,$665.44,244
904,Crawford,Goldenrod,1911-07-04 12:18:37,$981.58,$863.91,569
905,Mella,Violet,1917-11-04 06:46:25,$900.56,$448.83,37
906,Gaye,Blue,1957-10-19 22:19:12,$269.70,$554.17,521
907,Nerty,Teal,1977-08-07 13:14:49,$813.91,$461.92,759
908,Hobey,Purple,1943-11-15 12:47:34,$359.89,$628.25,164
909,Erhart,Green,2007-02-27 10:57:27,$200.17,$473.59,568
910,Barnett,Blue,1945-09-28 04:31:14,$82.65,$31.43,181
911,Odille,Red,1912-02-27 03:42:29,$46.98,$927.57,820
912,Fidel,Yellow,1923-09-15 04:29:18,$389.98,$168.91,794
913,Ardelle,Yellow,1986-07-29 09:50:12,$778.43,$330.46,122
914,Claiborn,Aquamarine,1912-10-02 14:23:47,$539.33,$441.35,241
915,Oneida,Fuscia,1929-07-15 04:12:00,$113.52,$50.56,784
916,Obadiah,Aquamarine,1932-12-23 12:06:25,$238.38,$231.49,427
917,Otes,Crimson,1933-12-25 22:22:14,$648.84,$829.93,94
918,Balduin,Maroon,2003-02-27 17:19:14,$928.42,$157.06,536
919,Kissiah,Puce,1994-12-20 05:38:05,$671.67,$79.67,912
920,Claudine,Orange,1938-08-16 12:37:47,$929.34,$462.64,687
921,Keely,Goldenrod,1952-01-17 13:49:49,$103.71,$863.75,928
922,Doreen,Indigo,2002-01-25 07:24:22,$795.30,$263.80,970
923,Ivar,Orange,1991-05-05 14:58:22,$365.58,$473.82,674
924,Robbie,Puce,1966-01-07 18:23:12,$392.18,$920.59,86
925,Idalia,Teal,1915-12-10 01:25:22,$751.02,$840.54,705
926,Constantia,Green,1999-12-27 20:39:04,$950.61,$749.03,54
927,Griz,Aquamarine,1924-02-02 17:14:41,$429.65,$53.98,443
928,Pauletta,Mauv,1972-08-31 21:40:11,$644.97,$921.18,503
929,Janela,Khaki,1903-10-06 04:48:56,$406.04,$352.06,895
930,Esta,Orange,1977-05-21 04:48:02,$354.08,$277.55,47
931,Madeline,Aquamarine,1978-12-02 15:19:21,$129.52,$258.50,937
932,Cyrille,Yellow,1969-02-24 11:47:00,$373.24,$130.83,234
933,Caril,Mauv,1953-06-13 05:41:50,$395.34,$533.77,29
934,Kipp,Teal,1937-03-14 04:23:18,$887.02,$179.74,441
935,Larine,Maroon,1996-05-04 15:22:23,$661.82,$128.60,4
936,Agnese,Teal,1974-06-23 19:54:28,$481.98,$291.92,709
937,Beniamino,Indigo,1986-12-18 20:05:11,$490.00,$668.65,50
938,Collete,Khaki,1940-01-05 15:32:08,$467.20,$987.15,49
939,Hussein,Indigo,2003-12-24 16:40:41,$222.10,$505.17,1000
940,Windham,Violet,1932-06-19 14:17:04,$6.26,$745.15,627
941,Leshia,Mauv,1987-11-13 18:18:12,$973.56,$201.49,392
942,Joscelin,Aquamarine,1936-06-23 20:29:23,$227.80,$569.76,391
943,Reilly,Aquamarine,1983-06-01 01:20:47,$46.19,$340.46,499
944,Dalia,Khaki,1914-08-11 15:48:33,$677.60,$155.87,114
945,Shelley,Indigo,1941-12-20 00:35:44,$910.04,$896.50,647
946,Wendye,Puce,1908-04-26 10:50:27,$280.17,$395.06,140
947,Corly,Pink,1905-09-28 17:11:13,$803.78,$913.99,860
948,Marylou,Goldenrod,1915-04-29 07:44:23,$331.66,$40.39,182
949,Leopold,Teal,1932-03-04 06:27:39,$764.14,$768.55,421
950,Terza,Blue,1924-11-21 22:03:47,$881.72,$417.70,398
951,Rochella,Khaki,1902-01-01 15:11:01,$246.46,$985.17,65
952,Domeniga,Green,2001-06-29 10:16:29,$899.22,$858.03,382
953,Amity,Green,1974-08-13 23:21:09,$76.92,$357.93,662
954,Samuel,Puce,1905-06-21 05:18:09,$834.04,$396.69,522
955,Dante,Blue,1965-11-29 21:28:57,$908.41,$600.13,545
956,Cosmo,Purple,1957-09-17 08:39:36,$235.47,$529.54,987
957,Caz,Yellow,1950-10-04 16:01:14,$367.04,$227.14,574
958,Law,Puce,1918-06-22 19:44:14,$234.43,$858.92,379
959,Dalt,Crimson,1993-05-05 00:48:39,$177.02,$846.32,924
960,Briny,Orange,1976-05-26 17:49:10,$229.97,$564.64,608
961,Chan,Blue,1935-03-13 23:24:09,$760.13,$886.06,249
962,Frannie,Maroon,1910-03-06 20:14:02,$995.43,$530.41,69
963,Conni,Crimson,1901-10-17 09:38:44,$558.88,$556.03,264
964,Rodger,Red,1967-04-10 15:46:18,$530.24,$798.89,768
965,Merrile,Orange,1987-12-02 12:46:20,$661.78,$610.94,853
966,Malanie,Purple,1902-04-15 22:43:58,$892.12,$276.11,464
967,Neron,Aquamarine,2012-03-20 10:08:52,$889.56,$515.27,458
968,Maje,Crimson,1927-11-27 22:42:32,$670.50,$562.76,297
969,Anett,Aquamarine,1942-03-24 10:24:21,$612.08,$85.73,166
970,Katalin,Turquoise,2007-06-16 17:12:01,$934.62,$679.36,527
971,Rhea,Puce,1929-10-10 20:51:55,$854.29,$559.06,699
972,Jordanna,Green,2004-08-13 02:10:06,$945.73,$507.32,224
973,Kienan,Orange,1989-12-01 05:04:28,$46.90,$290.66,461
974,Georgi,Pink,1919-12-09 22:37:55,$22.77,$487.88,191
975,Michel,Green,2013-01-05 09:45:17,$93.03,$261.66,457
976,Maryrose,Blue,1905-04-24 20:24:14,$693.37,$174.98,456
977,Damon,Turquoise,1998-01-02 04:56:41,$66.34,$216.80,47
978,Araldo,Blue,1968-03-21 07:04:50,$251.29,$866.32,89
979,Della,Green,1938-10-02 06:07:23,$113.31,$900.41,213
980,Rafaellle,Aquamarine,1984-12-18 10:41:50,$53.57,$40.99,493
981,Ryon,Indigo,2016-05-04 17:59:58,$904.67,$97.82,565
982,Casar,Violet,1962-02-27 05:48:04,$250.23,$519.80,936
983,Lucille,Aquamarine,1982-12-26 08:25:35,$181.46,$164.72,219
984,Jolie,Khaki,1915-10-26 04:42:12,$235.23,$624.25,526
985,Shurwood,Goldenrod,1974-09-10 16:00:49,$681.84,$832.25,885
986,Merrile,Turquoise,1974-07-28 07:28:48,$748.16,$894.87,780
987,Lonee,Orange,1923-12-13 16:09:20,$40.78,$687.66,373
988,Amie,Crimson,1922-11-07 06:58:53,$746.06,$891.79,562
989,Janeta,Pink,1958-07-30 17:29:38,$540.85,$277.55,295
990,Husain,Khaki,1959-06-14 00:20:42,$25.44,$83.69,961
991,Egan,Indigo,1980-02-16 08:33:35,$790.53,$58.95,8
992,Arlyne,Orange,1966-08-05 12:34:25,$176.32,$507.45,255
993,Way,Violet,1970-08-14 23:12:19,$5.95,$677.47,648
994,Skippy,Pink,1927-06-29 01:06:21,$808.04,$857.56,115
995,Ysabel,Maroon,1921-07-10 20:40:39,$191.54,$442.02,54
996,Berry,Violet,1907-03-31 21:04:46,$231.90,$687.92,239
997,Fiona,Goldenrod,1919-07-10 08:16:43,$47.46,$937.68,977
998,Sella,Goldenrod,1991-07-26 03:14:07,$601.32,$463.05,987
999,Niccolo,Mauv,1913-07-01 06:15:34,$539.64,$757.41,627
1000,Karoly,Orange,1972-10-06 16:56:54,$941.25,$412.93,611
